market_uuid,trading_day,n_traders,avg_age,share_female,share_finance_course,share_trading_experience,share_high_education,avg_fin_quiz,sd_fin_quiz,avg_self_assessment,avg_overconfidence,sd_overconfidence,avg_cq_attempts,avg_wealth,sd_wealth,gini,avg_forecast,sd_forecast,share_feedback,share_speculator,share_fundamental,share_other,share_market_maker,repetition,treatment,gamified,hedonic,price_notifications,vol_feedback,vol_fundamental,vol_market_maker,vol_other,vol_speculator,share_vol_market_maker,share_vol_fundamental,share_vol_feedback,share_vol_speculator,share_vol_other,n_trades_market,avg_trade_price,avg_mispricing,avg_abs_mispricing,closing_price,opening_price,max_price,min_price,fundamental_value,price_L1,price_L2,price_next,return,abs_mispricing_ratio,rad,ret_next,fundamental_gap,surge,crash,normalized_mispricing,bubble_period,bubble_start,quoted_spread,rel_quoted_spread,depth_best,pct_two_sided,rv_mid,n_improving_adds,share_improving_adds,volume_shares,eff_spread,rel_eff_spread,realized_spread,rel_realized_spread,price_impact,rel_price_impact,signed_volume,order_flow_imbalance,abs_order_flow_imbalance,n_limit_orders,n_cancels,n_marketable_orders,share_limit_orders,time_to_next_order_s,time_to_same_side_order_s,spread_recovery_s,cancel_to_order,avg_directionality,churn,cum_surge,cum_crash,cum_bubble_period,session_id,group_label
98308155-5ef4-4781-92b2-15de5ba68a70,1,6,23.333333333333332,0.5,0.5,0.8333333333333334,0.8333333333333334,0.7222222222222222,0.1138550085106622,6.166666666666667,-0.10555555555555557,0.259843257596803,4.166666666666667,5000.0,104.32449376824214,0.0105,,,0.0,0.5,0.5,0.0,1.0,1,gp,0,0,1,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,64.66666666666667,-55.333333333333336,55.333333333333336,80.0,100.0,100.0,30.0,120,,,70.0,,0.46111111111111114,0.8645833333333334,-0.13353139262452185,-0.625,0,0,-0.4611111111111111,0,0,20.265527510557252,0.2614269696605486,2.3348142534878735,0.8395306547574636,0.3207955892089556,0.0,0.0,6.0,22.666666666666668,0.34871794871794864,15.166666666666666,0.2333333333333333,7.5,0.11538461538461538,4.0,0.6666666666666666,0.6666666666666666,15.0,4.0,6.0,0.7142857142857143,0.573132,0.736887,18.663472499999997,0.26666666666666666,0.7333333333333333,0.2666666666666667,0,0,0,20260520_AM,20260520_AM/gp1
a05edde7-d925-45e5-bd12-37b4af942736,1,6,21.5,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.2721655269759086,5.5,-0.22777777777777777,0.29845280041251765,2.1666666666666665,5000.0,50.99019513592777,0.0047777777777777775,,,0.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.5,1,gh,0,1,0,0.0,1.0,11.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,6.0,118.33333333333333,-1.6666666666666667,15.0,150.0,110.0,150.0,80.0,120,,,100.0,,0.125,0.234375,-0.4054651081081637,0.46875,0,0,-0.013888888888888928,0,0,49.95756532974771,0.45913114077951117,2.4598399654772423,0.20104565669129507,0.3127552391634521,2.0,0.18181818181818182,6.0,50.0,0.4729344729344729,7.5,0.15194681861348527,30.0,0.32098765432098764,2.0,0.3333333333333333,0.3333333333333333,11.0,3.0,6.0,0.6470588235294118,1.3419705,4.240137,65.476525,0.2727272727272727,0.4666666666666667,0.5333333333333333,0,0,0,20260520_AM,20260520_AM/gh1
98308155-5ef4-4781-92b2-15de5ba68a70,2,6,23.333333333333332,0.5,0.5,0.8333333333333334,0.8333333333333334,0.7222222222222222,0.1138550085106622,6.166666666666667,-0.10555555555555557,0.259843257596803,4.166666666666667,5000.0,127.63102585186721,0.012955333333333329,,,0.0,0.5,0.5,0.0,1.0,1,gp,0,0,1,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,76.07875,-35.92125,35.92125,70.0,80.0,95.0,50.0,112,80.0,,85.0,-0.125,0.3207254464285714,0.56126953125,0.19415601444095731,-0.65625,0,0,-0.3207254464285714,0,0,20.83034649358605,0.27627736182438434,2.0407547666528183,1.0,0.7406941847032178,11.0,0.6111111111111112,8.0,25.518571428571427,0.3679766558997647,19.18875,0.33036695945477296,1.4457142857142864,0.037609696444991784,2.0,0.25,0.25,18.0,8.0,8.0,0.6923076923076923,0.5349345,1.422922,3.4286695,0.4444444444444444,0.5066666666666666,0.4933333333333334,0,0,0,20260520_AM,20260520_AM/gp1
a05edde7-d925-45e5-bd12-37b4af942736,2,6,21.5,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.2721655269759086,5.5,-0.22777777777777777,0.29845280041251765,2.1666666666666665,5000.0,72.77636979129964,0.006533333333333334,,,0.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.5,1,gh,0,1,0,0.0,3.0,8.0,1.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.08333333333333333,6.0,116.5,4.5,9.166666666666666,100.0,110.0,130.0,100.0,112,150.0,,130.0,-0.33333333333333337,0.0818452380952381,0.14322916666666666,0.2623642644674904,-0.1875,0,0,0.04017857142857143,0,0,28.76943160630405,0.23089621031251562,2.0,0.9968073868127977,0.1598107424440835,5.0,0.5555555555555556,6.0,17.8,0.14867477203647414,8.666666666666666,0.0777355623100304,8.2,0.07093920972644377,0.0,0.0,0.0,9.0,2.0,6.0,0.6,2.225277,7.221523,0.875026,0.2222222222222222,0.7000000000000001,0.29999999999999993,0,0,0,20260520_AM,20260520_AM/gh1
98308155-5ef4-4781-92b2-15de5ba68a70,3,6,23.333333333333332,0.5,0.5,0.8333333333333334,0.8333333333333334,0.7222222222222222,0.1138550085106622,6.166666666666667,-0.10555555555555557,0.259843257596803,4.166666666666667,5180.0,269.3163414276972,0.0242074217074217,40.0,46.66369038128039,0.0,0.5,0.5,0.0,1.0,1,gp,0,0,1,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,68.2,-35.8,35.8,85.0,70.0,87.0,50.0,104,70.0,80.0,88.0,0.2142857142857142,0.34423076923076923,0.559375,0.03468555798789019,-0.296875,0,0,-0.34423076923076923,0,0,20.021562592819325,0.26124162415773744,2.0459047939601764,0.7918764308744811,0.41016921401046974,7.0,0.5,10.0,26.625,0.3762896193966914,21.825,0.31051972505652675,4.8,0.06576989434016466,-2.0,-0.2,0.2,14.0,4.0,10.0,0.5833333333333334,4.053713,8.104646,6.742663,0.2857142857142857,0.5972222222222222,0.4027777777777778,0,0,0,20260520_AM,20260520_AM/gp1
a05edde7-d925-45e5-bd12-37b4af942736,3,6,21.5,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.2721655269759086,5.5,-0.22777777777777777,0.29845280041251765,2.1666666666666665,5180.0,122.70289320142362,0.010757185757185758,0.0,53.07227776030219,0.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.5,1,gh,0,1,0,0.0,2.0,11.0,1.0,0.0,0.7857142857142857,0.14285714285714285,0.0,0.0,0.07142857142857142,7.0,125.28571428571429,21.285714285714285,21.285714285714285,130.0,135.0,140.0,110.0,104,100.0,150.0,110.0,0.30000000000000004,0.20467032967032966,0.3325892857142857,-0.16705408466316563,0.40625,0,0,0.20467032967032972,0,0,20.127817278195415,0.1551922136132855,2.015317334218085,1.0,0.250390462355391,7.0,0.7,7.0,22.571428571428573,0.18127434208630322,22.428571428571427,0.18099354783235608,0.14285714285714285,0.0002807942539471499,1.0,0.14285714285714285,0.14285714285714285,10.0,2.0,7.0,0.5882352941176471,3.853328,4.030359,4.030359,0.2,0.6444444444444444,0.3555555555555556,0,0,0,20260520_AM,20260520_AM/gh1
98308155-5ef4-4781-92b2-15de5ba68a70,4,6,23.333333333333332,0.5,0.5,0.8333333333333334,0.8333333333333334,0.7222222222222222,0.1138550085106622,6.166666666666667,-0.10555555555555557,0.259843257596803,4.166666666666667,5360.0,374.96193817506344,0.030686048922056397,,,0.0,0.5,0.5,0.0,1.0,1,gp,0,0,1,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,68.45227272727273,-27.547727272727272,27.547727272727272,88.0,78.13,88.0,20.0,96,85.0,70.0,50.0,0.03529411764705892,0.2869554924242424,0.4304332386363636,-0.5653138090500609,-0.125,0,0,-0.2869554924242424,0,0,40.59058683808978,0.6043940484093271,7.150579712573087,1.0,0.876993265953536,12.0,0.5454545454545454,22.0,22.205909090909092,0.3845108889475751,10.837272727272728,0.18961037784919582,11.368636363636364,0.19490051109837933,0.0,0.0,0.0,22.0,2.0,22.0,0.5,2.477169,6.874501,6.659764,0.09090909090909091,0.3126984126984127,0.6873015873015873,0,0,0,20260520_AM,20260520_AM/gp1
a05edde7-d925-45e5-bd12-37b4af942736,4,6,21.5,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.2721655269759086,5.5,-0.22777777777777777,0.29845280041251765,2.1666666666666665,5360.0,203.1887669139216,0.01883291873963516,,,0.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.5,1,gh,0,1,0,0.0,2.0,16.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,9.0,130.36111111111111,34.361111111111114,34.361111111111114,110.0,140.0,145.0,110.0,96,130.0,100.0,115.0,-0.15384615384615385,0.35792824074074076,0.5368923611111112,0.04445176257083361,0.21875,0,0,0.35792824074074076,0,0,24.338178559939376,0.20588852473435956,2.0,1.0,0.2157845360972991,6.0,0.6,9.0,29.78125,0.2372775133259064,20.916666666666668,0.15396269150449682,11.0,0.08331482182140956,1.0,0.1111111111111111,0.1111111111111111,10.0,5.0,9.0,0.5263157894736842,2.593252,7.197684000000001,2.593252,0.5,0.5833333333333333,0.41666666666666674,0,0,0,20260520_AM,20260520_AM/gh1
98308155-5ef4-4781-92b2-15de5ba68a70,5,6,23.333333333333332,0.5,0.5,0.8333333333333334,0.8333333333333334,0.7222222222222222,0.1138550085106622,6.166666666666667,-0.10555555555555557,0.259843257596803,4.166666666666667,5300.0,507.25277513287205,0.03662379454926624,,,0.0,0.5,0.5,0.0,1.0,1,gp,0,0,1,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,62.96714285714285,-25.032857142857143,25.747142857142855,50.0,46.88,90.0,34.0,88,88.0,85.0,78.0,-0.43181818181818177,0.2925811688311688,0.4022991071428571,0.44468582126144574,-0.59375,0,0,-0.2844642857142858,0,0,20.216694888490842,0.29333591117725866,2.501395500508528,0.3838535822943718,0.7929153859174337,9.0,0.36,14.0,38.30769230769231,0.5744526073631426,31.66,0.4496613957354925,9.187692307692307,0.12479121162765011,-6.0,-0.42857142857142855,0.42857142857142855,25.0,14.0,14.0,0.6410256410256411,1.546416,1.8906315,3.303801,0.56,0.5555555555555555,0.44444444444444453,0,0,0,20260520_AM,20260520_AM/gp1
a05edde7-d925-45e5-bd12-37b4af942736,5,6,21.5,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.2721655269759086,5.5,-0.22777777777777777,0.29845280041251765,2.1666666666666665,5300.0,267.57484934126376,0.025555555555555557,,,0.0,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.5,1,gh,0,1,0,0.0,2.0,11.0,1.0,0.0,0.7857142857142857,0.14285714285714285,0.0,0.0,0.07142857142857142,7.0,124.32142857142857,36.32142857142857,36.32142857142857,115.0,125.0,135.25,105.0,88,110.0,130.0,110.0,0.045454545454545414,0.4127435064935065,0.5675223214285714,-0.04445176257083361,0.421875,0,0,0.4127435064935065,0,0,15.395138270951813,0.13026647088512536,2.0,1.0,0.31979176915971774,8.0,0.6666666666666666,7.0,25.321428571428573,0.21023733470063904,16.928571428571427,0.14227287491384097,8.392857142857142,0.06796445978679808,1.0,0.14285714285714285,0.14285714285714285,12.0,4.0,7.0,0.631578947368421,5.413021499999999,6.356495,11.163359,0.3333333333333333,0.5733333333333334,0.42666666666666664,0,0,0,20260520_AM,20260520_AM/gh1
