session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
ze3kqh3f,3,0jksjg9x,0,,InitializeParticipant,1788925113,1,0,0
ykk5p8z9,1,78ek4e7n,0,,InitializeParticipant,1789082145,1,0,0
ykk5p8z9,8,99ctxiqw,0,,InitializeParticipant,1789082146,1,0,0
ykk5p8z9,10,5hdyag7g,0,,InitializeParticipant,1789082148,1,0,0
ykk5p8z9,11,p591h2pv,0,,InitializeParticipant,1789082150,1,0,0
ykk5p8z9,12,g9e4scxb,0,,InitializeParticipant,1789082150,1,0,0
ykk5p8z9,14,pn35uw2g,0,,InitializeParticipant,1789082151,1,0,0
ykk5p8z9,16,1evcus8j,0,,InitializeParticipant,1789082151,1,0,0
ykk5p8z9,7,zxclkk3l,1,intro,Consent,1789082153,1,0,0
ykk5p8z9,17,wgz24zdb,0,,InitializeParticipant,1789082155,1,0,0
ykk5p8z9,18,ogauv9f8,0,,InitializeParticipant,1789082155,1,0,0
ykk5p8z9,1,78ek4e7n,1,intro,Consent,1789082155,1,0,0
ykk5p8z9,19,h89ct0h3,0,,InitializeParticipant,1789082156,1,0,0
ykk5p8z9,6,8zudctzx,2,intro,Instructions,1789082157,1,0,0
ykk5p8z9,5,gjhavmx0,1,intro,Consent,1789082158,1,0,0
ykk5p8z9,15,ps4pdpc5,2,intro,Instructions,1789082161,1,0,0
ykk5p8z9,2,38up52f8,2,intro,Instructions,1789082161,1,0,0
ykk5p8z9,16,1evcus8j,1,intro,Consent,1789082163,1,0,0
ykk5p8z9,17,wgz24zdb,1,intro,Consent,1789082165,1,0,0
ykk5p8z9,15,ps4pdpc5,3,intro,InstructionsVideo,1789082166,1,0,0
ykk5p8z9,13,kirmcqky,1,intro,Consent,1789082168,1,0,0
ykk5p8z9,19,h89ct0h3,1,intro,Consent,1789082169,1,0,0
ykk5p8z9,23,8r753ujr,0,,InitializeParticipant,1789082173,1,0,0
ykk5p8z9,9,lz6sdo3r,1,intro,Consent,1789082175,1,0,0
ykk5p8z9,12,g9e4scxb,3,intro,InstructionsVideo,1789082178,1,0,0
ykk5p8z9,4,03xcqsa5,1,intro,Consent,1789082185,1,0,0
ykk5p8z9,5,gjhavmx0,2,intro,Instructions,1789082191,1,0,0
ykk5p8z9,18,ogauv9f8,2,intro,Instructions,1789082195,1,0,0
ykk5p8z9,17,wgz24zdb,3,intro,InstructionsVideo,1789082197,1,0,0
ykk5p8z9,20,oizn9530,1,intro,Consent,1789082198,1,0,0
ykk5p8z9,19,h89ct0h3,2,intro,Instructions,1789082202,1,0,0
ykk5p8z9,21,3d0rzld9,3,intro,InstructionsVideo,1789082206,1,0,0
ykk5p8z9,4,03xcqsa5,2,intro,Instructions,1789082208,1,0,0
ykk5p8z9,24,chkml8l5,1,intro,Consent,1789082212,1,0,0
ykk5p8z9,10,5hdyag7g,2,intro,Instructions,1789082220,1,0,0
ykk5p8z9,26,qkzfdqnt,1,intro,Consent,1789082228,1,0,0
ykk5p8z9,14,pn35uw2g,1,intro,Consent,1789082234,1,0,0
ykk5p8z9,9,lz6sdo3r,2,intro,Instructions,1789082235,1,0,0
ykk5p8z9,25,rf6q16rc,2,intro,Instructions,1789082250,1,0,0
ykk5p8z9,28,s0vl521h,1,intro,Consent,1789082258,1,0,0
ykk5p8z9,22,gy0oizb5,1,intro,Consent,1789082269,1,0,0
ykk5p8z9,2,38up52f8,0,,InitializeParticipant,1789082145,1,0,0
ykk5p8z9,3,mx74stso,0,,InitializeParticipant,1789082145,1,0,0
ykk5p8z9,4,03xcqsa5,0,,InitializeParticipant,1789082145,1,0,0
ykk5p8z9,5,gjhavmx0,0,,InitializeParticipant,1789082145,1,0,0
ykk5p8z9,6,8zudctzx,0,,InitializeParticipant,1789082145,1,0,0
ykk5p8z9,7,zxclkk3l,0,,InitializeParticipant,1789082146,1,0,0
ykk5p8z9,9,lz6sdo3r,0,,InitializeParticipant,1789082146,1,0,0
ykk5p8z9,13,kirmcqky,0,,InitializeParticipant,1789082150,1,0,0
ykk5p8z9,15,ps4pdpc5,0,,InitializeParticipant,1789082151,1,0,0
ykk5p8z9,6,8zudctzx,1,intro,Consent,1789082151,1,0,0
ykk5p8z9,15,ps4pdpc5,1,intro,Consent,1789082157,1,0,0
ykk5p8z9,7,zxclkk3l,2,intro,Instructions,1789082158,1,0,0
ykk5p8z9,20,oizn9530,0,,InitializeParticipant,1789082158,1,0,0
ykk5p8z9,12,g9e4scxb,1,intro,Consent,1789082159,1,0,0
ykk5p8z9,2,38up52f8,1,intro,Consent,1789082159,1,0,0
ykk5p8z9,8,99ctxiqw,1,intro,Consent,1789082160,1,0,0
ykk5p8z9,6,8zudctzx,3,intro,InstructionsVideo,1789082160,1,0,0
ykk5p8z9,1,78ek4e7n,2,intro,Instructions,1789082161,1,0,0
ykk5p8z9,12,g9e4scxb,2,intro,Instructions,1789082163,1,0,0
ykk5p8z9,2,38up52f8,3,intro,InstructionsVideo,1789082163,1,0,0
ykk5p8z9,21,3d0rzld9,0,,InitializeParticipant,1789082163,1,0,0
ykk5p8z9,22,gy0oizb5,0,,InitializeParticipant,1789082167,1,0,0
