session_code,participant_code,market_uuid,trader_uuid,gamified,treatment,trading_day,payoff,initial_cash,initial_shares,dividend_per_share,forecast,forecast_confidence,current_cash,num_shares,trade_payoff,fin_quiz_score,self_assessment,overconfidence,cq_attempt_count,gender_female,age,finance_course,trading_experience,high_education,hedonic,price_notifications,repetition,n_buys,n_sells,net_position,n_limit_orders,n_cancels,directionality,churn,n_trades_market,avg_trade_price,avg_mispricing,avg_abs_mispricing,closing_price,opening_price,max_price,min_price,fundamental_value,price_L1,price_L2,price_next,return,abs_mispricing_ratio,rad,ret_next,fundamental_gap,surge,crash,normalized_mispricing,bubble_period,bubble_start,shares,cash,wealth_day,rel_wealth,next_avg_price,forecast_err_price,forecast_err_fund,forecast_bias_fund,gini,feedback_flag,speculator_flag,fundamental_flag,other_flag,market_maker_flag,trader_type,gross,session_id,group_label
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,1,6966.0,3800.0,10.0,4.0,,,3849.0,7.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,3.0,8.0,-5.0,5.0,0.0,0.45454545454545453,0.5454545454545454,16.0,12.9375,-107.0625,107.0625,14.0,10.0,16.0,10.0,120,,,15.0,,0.8921875,1.6728515625,0.06899287148695166,-1.65625,0,0,-0.8921875,0,0,5.0,3869.0,4429.0,-511.0,13.9028,,,,0.029324111560953665,1.0,0.0,0.0,0.0,1.0,market_maker,11.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,2,6966.0,3800.0,10.0,20.0,,,3800.19,6.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,11.0,10.0,1.0,5.0,4.0,0.047619047619047616,0.9523809523809523,25.0,13.9028,-98.09719999999999,98.09719999999999,15.0,9.0,18.0,8.75,112,14.0,,19.0,0.0714285714285714,0.875867857142857,1.5327687499999998,0.2363887780642302,-1.515625,0,0,-0.8758678571428572,0,0,6.0,3912.19,4536.1900000000005,-583.8099999999995,15.634,,,,0.05012868923611109,1.0,0.0,0.0,0.0,1.0,market_maker,21.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,3,6966.0,3800.0,10.0,0.0,14.0,4.0,3899.04,4.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,9.0,11.0,-2.0,5.0,1.0,0.1,0.9,25.0,15.634,-88.366,88.366,19.0,17.29,20.0,7.84,104,15.0,14.0,21.5,0.2666666666666666,0.8496730769230769,1.38071875,0.12361395596717673,-1.328125,0,0,-0.8496730769230769,0,0,4.0,3891.0399999999995,4275.039999999999,-724.960000000001,19.321428571428573,0.08314732142857145,1.28125,-1.28125,0.06853255555555558,1.0,0.0,0.0,0.0,1.0,market_maker,20.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,4,6966.0,3800.0,10.0,0.0,,,3719.54,13.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,9.0,0.0,9.0,7.0,2.0,1.0,0.0,14.0,19.321428571428573,-76.67857142857143,76.67857142857143,21.5,17.0,21.5,17.0,96,19.0,15.0,25.0,0.13157894736842102,0.7987351190476191,1.1981026785714286,0.15082288973458358,-1.1640625,0,0,-0.7987351190476191,0,0,13.0,3711.5399999999995,4855.539999999999,-24.460000000000946,23.34722222222222,,,,0.06265573770491804,1.0,0.0,0.0,0.0,1.0,market_maker,9.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,5,6966.0,3800.0,10.0,8.0,,,3387.2900000000004,27.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,16.0,1.0,15.0,5.0,2.0,0.8823529411764706,0.11764705882352944,18.0,23.34722222222222,-64.65277777777777,64.65277777777777,25.0,24.0,25.0,20.5,88,21.5,19.0,23.25,0.16279069767441867,0.7346906565656565,1.0101996527777777,-0.07257069283483508,-0.984375,0,0,-0.7346906565656565,0,0,28.0,3580.2899999999995,5820.289999999999,940.289999999999,23.303571428571427,,,,0.07485872040072859,1.0,0.0,0.0,0.0,1.0,market_maker,17.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,6,6966.0,3800.0,10.0,4.0,27.0,3.0,3367.0400000000004,37.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,10.0,0.0,10.0,0.0,0.0,1.0,0.0,14.0,23.303571428571427,-56.69642857142857,56.69642857142857,23.25,20.0,26.0,20.0,80,25.0,21.5,21.25,-0.06999999999999995,0.7087053571428571,0.8858816964285714,-0.0899482366629396,-0.88671875,0,0,-0.7087053571428571,0,0,38.0,3496.0399999999995,6232.039999999999,1412.039999999999,23.407777777777778,0.056128472222222225,0.703125,-0.703125,0.0835185569386814,1.0,0.0,0.0,0.0,1.0,market_maker,10.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,7,6966.0,3800.0,10.0,4.0,,,3813.170000000001,23.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,4.0,18.0,-14.0,2.0,2.0,0.6363636363636364,0.36363636363636365,27.0,23.407777777777778,-48.592222222222226,48.592222222222226,21.25,27.25,30.0,21.0,72,23.25,25.0,25.5,-0.08602150537634412,0.674891975308642,0.7592534722222223,0.18232155679395445,-0.79296875,0,0,-0.674891975308642,0,0,24.0,3890.1699999999996,5426.17,666.1700000000001,21.55185185185185,,,,0.049411764705882384,1.0,0.0,0.0,0.0,1.0,market_maker,22.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,8,6966.0,3800.0,10.0,4.0,,,4386.380000000001,0.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,0.0,23.0,-23.0,2.0,0.0,1.0,0.0,27.0,21.55185185185185,-42.44814814814814,42.44814814814814,25.5,22.13,26.25,18.0,64,21.25,23.25,33.0,0.19999999999999996,0.6632523148148147,0.6632523148148147,0.2578291093020999,-0.6015625,0,0,-0.6632523148148148,0,0,1.0,4375.379999999999,4431.379999999999,-268.6200000000008,29.816799999999997,,,,0.047353309692671416,1.0,0.0,0.0,0.0,1.0,market_maker,23.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,9,6966.0,3800.0,10.0,20.0,35.0,4.0,3666.21,24.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,24.0,0.0,24.0,5.0,0.0,1.0,0.0,25.0,29.816799999999997,-26.183200000000003,26.183200000000003,33.0,25.5,34.0,25.25,56,25.5,21.25,43.0,0.2941176470588236,0.4675571428571429,0.40911250000000005,0.26469255422708216,-0.359375,0,0,-0.4675571428571429,0,0,25.0,4155.21,5355.21,475.21000000000004,37.47727272727273,0.038707386363636354,0.203125,-0.203125,0.05119637978142075,1.0,0.0,0.0,0.0,1.0,market_maker,24.0,20260910,20260910/ghp2
ykk5p8z9,1evcus8j,049c3a29-2e35-4c9e-b1ee-32442d8510e1,093f2af1-de87-45a7-a6b1-a1bc10d10a57,1,ghp,10,6966.0,3800.0,10.0,8.0,,,3422.71,43.0,6886.0,0.6666666666666666,5,-0.16666666666666663,3,0,21,1,0,0,1,1,2,19.0,0.0,19.0,5.0,1.0,1.0,0.0,22.0,37.47727272727273,-10.522727272727273,10.522727272727273,43.0,34.0,43.0,32.0,48,33.0,25.5,35.0,0.303030303030303,0.21922348484848486,0.16441761363636365,-0.20585205420414887,-0.078125,0,0,-0.21922348484848486,0,0,44.0,3783.71,5543.71,663.71,33.64636363636363,,,,0.05740653460837885,1.0,0.0,0.0,0.0,1.0,market_maker,19.0,20260910,20260910/ghp2
